-2.23863 0.614608 2.22244
-0.138643 -0.9653 0.361573
1.21086 -0.521193 0.922452
0.30835 0.0852145 -0.353246
0.265094 1.0069 -0.437472
0.968348 0.811988 0.342679
1.55745 -0.164134 -0.113902
0.889293 -1.38412 1.3963
-0.421558 0.165301 -1.43047
0.38662 -0.129679 0.304029
-0.44682 -1.15293 0.0299359
-0.731424 1.572 -0.326567
0.659831 -0.12793 0.153947
-1.57403 0.807994 0.309914
-0.412699 -0.347224 -1.24233
-1.33334 -1.22983 0.338172
0.933102 -0.989955 -0.484519
0.58426 0.525585 -0.323416
3.32072 0.323251 0.389638
-0.0169398 -0.750833 -0.653045
0.78579 0.739347 0.9447
0.627835 0.48539 0.110065
0.733614 0.00584413 -0.359298
-0.739772 2.05228 -0.310865
1.60461 -2.21024 -0.216614
1.62522 0.279524 0.1526
-1.47674 1.12145 2.46647
0.776899 1.86855 1.08086
-1.39683 0.351581 -1.89396
0.912945 -0.974803 0.114228
-0.708798 -1.53236 -1.55621
1.00019 -2.36634 0.931519
0.110948 -1.12227 0.780815
-0.927667 -0.914708 0.170616
0.21872 -2.32325 0.649516
-0.144251 0.465686 -0.143603
0.333626 0.383333 -0.444833
0.639972 0.980802 2.734
0.214391 -0.494427 -0.100806
0.481704 -0.335212 -0.0567226
0.19725 0.96927 -0.027905
0.671019 -0.0391402 0.7917
-1.63079 1.25933 0.278709
-2.26646 -0.193402 -2.99259
-0.22931 -0.0245065 -1.47253
0.973543 1.15779 0.903535
-0.282678 -0.173645 -0.567985
-0.263174 -0.744719 -1.03061
0.00702418 -1.04409 -1.55916
-1.58328 0.944919 -0.726559
-0.255971 0.326173 0.183106
-0.970368 2.52968 -0.704816
-1.1934 -0.813281 0.752169
-0.776741 -0.0201132 0.761555
-0.444429 -0.0535625 0.0210791
-0.231281 -0.148741 -0.304587
-0.187862 0.399506 0.913017
1.7355 1.41057 0.799721
-0.156276 2.02336 0.603856
0.496612 0.542008 -0.996197
1.1199 1.59788 -0.866584
-0.265513 -1.36944 -0.785537
-1.44429 -0.142736 -0.559807
-0.588208 -0.504496 -0.0313978
1.15392 -0.497723 -0.408015
-1.01153 0.829502 0.732575
-0.460861 -1.12553 -0.135867
-0.608469 0.637106 0.364929
1.03432 -0.145859 0.696009
0.203844 1.03958 0.735496
0.908138 0.30588 -0.098715
1.52682 -2.55069 -2.55772
-0.511245 -0.612306 -0.698283
-0.385431 1.10266 0.432272
0.724676 -0.958378 -1.71429
1.23787 1.7315 -0.346125
-0.440413 0.00564425 -0.656185
-0.0116804 -0.363809 -0.264977
0.505676 0.2167 0.228673
0.382548 0.602946 0.439748
0.0643344 0.183706 0.0389613
-0.348605 -0.0298563 0.0714461
-0.36307 -0.0442689 0.395669
-0.0685151 0.721108 -0.153968
-1.50462 0.0751048 -1.69595
1.16339 -0.447675 0.1709
-0.105368 0.209506 0.0758298
-0.458482 -0.415915 1.07272
0.284293 0.444869 -0.058312
-1.03636 -0.491364 0.132721
0.168641 -0.743056 -0.379483
-0.28621 1.49898 0.0977859
0.210134 0.456725 -1.11978
-1.07056 -0.208871 0.383665
0.366426 3.29828 0.650867
0.365934 -0.140826 0.938554
-0.333044 0.262793 0.839512
0.329616 0.664235 0.27091
-0.925306 -0.044072 0.751717
-0.165636 0.979783 -0.975349
0.627637 -1.04672 -0.25491
-0.759802 0.888705 -0.442493
0.602832 0.252424 0.371626
-0.886736 0.409721 -1.29355
-1.8166 1.19277 -0.283867
0.822867 -0.8031 0.73566
0.761661 1.78996 -0.282685
1.39897 0.537457 0.461582
0.469806 -0.306831 -0.054577
0.543247 0.5108 0.348756
-1.27974 1.29631 -0.366492
-0.338068 0.152552 -0.850369
-0.537762 -0.447757 -0.50207
-0.205996 -0.401038 -0.322472
-0.717942 -1.02114 1.10374
0.183573 -0.154093 1.01702
0.710933 0.31619 0.356286
0.204561 -0.453883 -0.159693
0.654123 -1.65255 -0.611926
-0.0991002 -1.79685 -1.8209
0.921542 -1.04036 -0.746783
-0.492006 -1.52903 -0.968363
-0.471284 0.332847 0.54153
0.538585 -0.507682 0.908497
0.980159 0.41017 -0.00130058
0.623663 -0.205106 -0.335579
0.690175 -0.18345 -0.674999
0.489038 -1.07268 0.294179
0.829222 2.39056 0.0384806
-0.719372 0.440798 0.852179
0.653583 0.338548 0.201468
0.00874335 0.432357 -0.188233
-0.39486 1.04954 0.708817
0.0406022 -0.425208 0.484552
1.7895 -1.0544 1.02861
-0.392258 2.7519 -0.278794
0.180971 0.637458 -1.13663
0.49488 0.519618 -0.0455656
-0.770403 0.26886 -0.214416
-0.643156 -0.71411 -0.283246
